id,symbol,name,current_price,market_cap,market_cap_rank,total_volume,high_24h,low_24h,price_change_24h,price_change_percentage_24h,circulating_supply,total_supply,max_supply,ath,ath_change_percentage,row_update_date
bitcoin,btc,Bitcoin,95513.0,1895220167505,1,36856763983.0,95564.0,92859.0,2260.52,2.42408,19856009.0,19856009.0,21000000.0,108786.0,-12.23184,25_04_2025_15_26_03
ethereum,eth,Ethereum,1816.68,218589326822,2,15364144670.0,1809.23,1745.65,45.51,2.56974,120717801.9773649,120717801.9773649,,4878.26,-62.92781,25_04_2025_15_26_03
tether,usdt,Tether,1.001,146112824563,3,38961474131.0,1.001,1.0,0.00037347,0.03734,146014119939.2693,146014119939.2693,,1.32,-24.36771,25_04_2025_15_26_03
ripple,xrp,XRP,2.22,129264004506,4,3532940472.0,2.23,2.17,0.00143627,0.06486,58394167593.0,99986232255.0,100000000000.0,3.4,-34.86555,25_04_2025_15_26_03
binancecoin,bnb,BNB,606.79,88569834407,5,913507058.0,609.98,596.72,6.94,1.15669,145887575.79,145887575.79,200000000.0,788.84,-23.02532,25_04_2025_15_26_03
solana,sol,Solana,154.17,79755299667,6,5079316421.0,155.46,149.56,3.45,2.29185,517435982.0888193,599321808.3629528,,293.31,-47.44496,25_04_2025_15_26_03
usd-coin,usdc,USDC,0.999999,62319978121,7,8095977728.0,1.0,0.999892,2.49e-06,0.00025,62321885308.28564,62323546911.63659,,1.17,-14.73431,25_04_2025_15_26_03
dogecoin,doge,Dogecoin,0.185558,27586759530,8,1797414312.0,0.185312,0.178336,0.00574524,3.19513,148947026383.7052,149000756383.7051,,0.731578,-74.7041,25_04_2025_15_26_03
cardano,ada,Cardano,0.726363,26140718016,9,1019950966.0,0.736023,0.704469,-0.009660384757746665,-1.31251,36025982918.44367,45000000000.0,45000000000.0,3.09,-76.48782,25_04_2025_15_26_03
tron,trx,TRON,0.2439,23147654124,10,622263981.0,0.247245,0.242406,-0.002701692745320061,-1.09557,94938166574.42087,94938231050.27414,,0.431288,-43.4524,25_04_2025_15_26_03
staked-ether,steth,Lido Staked Ether,1814.45,16753107622,11,19983556.0,1807.33,1741.66,45.07,2.54714,9243552.380708415,9243552.380708415,,4829.57,-62.58181,25_04_2025_15_26_03
wrapped-bitcoin,wbtc,Wrapped Bitcoin,95263.0,12277641689,12,265371956.0,95465.0,92847.0,2063.05,2.21356,128814.95633878,128814.95633878,128814.95633878,108368.0,-12.0422,25_04_2025_15_26_03
sui,sui,Sui,3.74,12113028462,13,3973511769.0,3.78,3.24,0.459744,14.03331,3249982900.458887,10000000000.0,10000000000.0,5.35,-30.22893,25_04_2025_15_26_03
chainlink,link,Chainlink,15.3,10043138520,14,509522751.0,15.31,14.76,0.266615,1.77405,657099970.4527868,1000000000.0,1000000000.0,52.7,-71.00419,25_04_2025_15_26_03
avalanche-2,avax,Avalanche,22.81,9487724845,15,404668633.0,22.81,21.86,0.282373,1.25352,416095230.769873,452764728.2301541,720000000.0,144.96,-84.28343,25_04_2025_15_26_03
stellar,xlm,Stellar,0.290189,8936277679,16,265628199.0,0.290124,0.274967,0.00915881,3.25901,30860943419.03587,50001786892.81785,50001786892.81785,0.875563,-66.94992,25_04_2025_15_26_03
hedera-hashgraph,hbar,Hedera,0.200017,8443667885,17,340676688.0,0.201595,0.18389,0.01188311,6.31631,42228651562.17247,50000000000.0,50000000000.0,0.569229,-64.9176,25_04_2025_15_26_03
shiba-inu,shib,Shiba Inu,1.417e-05,8344823944,18,265879393.0,1.423e-05,1.339e-05,5.73397e-07,4.217,589250331284247.6,589504437942988.9,,8.616e-05,-83.5768,25_04_2025_15_26_03
leo-token,leo,LEO Token,9.01,8325490290,19,4598382.0,9.33,9.03,-0.20856641968345002,-2.26145,923610174.9,985239504.0,,10.14,-10.82029,25_04_2025_15_26_03
the-open-network,ton,Toncoin,3.24,8132413131,20,179063964.0,3.27,3.14,0.055951,1.75867,2512699383.743624,5128123505.765935,,8.25,-60.81875,25_04_2025_15_26_03
wrapped-steth,wsteth,Wrapped stETH,2169.48,7700021221,21,15560034.0,2167.42,2093.82,45.96,2.1644,3549616.17705795,3549616.17705795,,7256.02,-70.11685,25_04_2025_15_26_03
usds,usds,USDS,0.999969,7539188507,22,15840280.0,1.0,0.99955,-3.062636917095e-05,-0.00306,7539525867.293054,7539525867.293054,,1.057,-5.40881,25_04_2025_15_26_03
