id,symbol,name,current_price,market_cap,market_cap_rank,total_volume,high_24h,low_24h,price_change_24h,price_change_percentage_24h,circulating_supply,total_supply,max_supply,ath,ath_change_percentage,row_update_date
bitcoin,btc,Bitcoin,88229.0,1751242932849,1,36065980194.0,88533.0,86665.0,720.39,0.82323,19854543.0,19854543.0,21000000.0,108786.0,-18.91959,22_04_2025_06_24_50
ethereum,eth,Ethereum,1580.38,190812804394,2,13859329705.0,1651.06,1558.65,-70.68047133184791,-4.28091,120710823.9970242,120710823.9970242,,4878.26,-67.60434,22_04_2025_06_24_50
tether,usdt,Tether,0.999972,144721022323,3,35986989379.0,1.0,0.99992,5.135e-05,0.00514,144725116770.0454,144725116770.0454,,1.32,-24.42276,22_04_2025_06_24_50
ripple,xrp,XRP,2.08,121286570858,4,2045842384.0,2.14,2.07,-0.059491613082935935,-2.7853,58394167593.0,99986232255.0,100000000000.0,3.4,-38.88623,22_04_2025_06_24_50
binancecoin,bnb,BNB,601.34,87726785531,5,538606220.0,607.06,595.29,-5.65303719613064,-0.93132,145887575.79,145887575.79,200000000.0,788.84,-23.75002,22_04_2025_06_24_50
solana,sol,Solana,139.23,72003669095,6,4385615970.0,141.09,134.72,-1.8535530712597676,-1.31377,517192264.1122961,599024798.8003006,,293.31,-52.5345,22_04_2025_06_24_50
usd-coin,usdc,USDC,0.999931,60904001347,7,10447740891.0,1.0,0.999886,-2.495320786888e-06,-0.00025,60905179051.06486,60913045326.99726,,1.17,-14.72923,22_04_2025_06_24_50
dogecoin,doge,Dogecoin,0.161239,24019842976,8,920270472.0,0.162407,0.156809,-0.00086437072374651,-0.53322,148947026383.7052,148954286383.7052,,0.731578,-77.96103,22_04_2025_06_24_50
tron,trx,TRON,0.246936,23444175289,9,672626492.0,0.247047,0.241325,0.00278219,1.13952,94947480683.86852,94947508300.08022,,0.431288,-42.74901,22_04_2025_06_24_50
cardano,ada,Cardano,0.625446,22541509408,10,553292876.0,0.648002,0.61919,-0.02109360569439256,-3.26254,36018312569.13895,45000000000.0,45000000000.0,3.09,-79.72618,22_04_2025_06_24_50
staked-ether,steth,Lido Staked Ether,1579.37,14638411411,11,25806147.0,1649.04,1556.4,-69.03109777008399,-4.18776,9267810.534965098,9267810.534965098,,4829.57,-67.29237,22_04_2025_06_24_50
wrapped-bitcoin,wbtc,Wrapped Bitcoin,88171.0,11353905122,12,212806198.0,88469.0,86622.0,718.22,0.82126,128814.95633878,128814.95633878,128814.95633878,108368.0,-18.65101,22_04_2025_06_24_50
leo-token,leo,LEO Token,9.18,8483379511,13,3834678.0,9.49,9.01,-0.22501257448462653,-2.3916,923640094.9,985239504.0,,10.14,-9.38435,22_04_2025_06_24_50
chainlink,link,Chainlink,13.1,8364380282,14,319376715.0,13.67,12.98,-0.490772745149215,-3.61005,638099971.4505637,1000000000.0,1000000000.0,52.7,-75.12497,22_04_2025_06_24_50
avalanche-2,avax,Avalanche,19.85,8262950749,15,332103828.0,20.88,19.58,-0.5768154996394834,-2.82417,416056348.7448242,452725813.1578965,720000000.0,144.96,-86.3079,22_04_2025_06_24_50
stellar,xlm,Stellar,0.245519,7574158754,16,198396924.0,0.260939,0.245535,-0.010766173055393874,-4.20085,30844151515.17838,50001786892.81785,50001786892.81785,0.875563,-71.95514,22_04_2025_06_24_50
