id,symbol,name,current_price,market_cap,market_cap_rank,total_volume,high_24h,low_24h,price_change_24h,price_change_percentage_24h,circulating_supply,total_supply,max_supply,ath,ath_change_percentage,row_update_date
bitcoin,btc,Bitcoin,80443.0,1594152047203,1,61916106007.0,83690.0,76784.0,-1652.1252316582395,-2.01246,19835162.0,19835181.0,21000000.0,108786.0,-26.05948,11_03_2025_08_07_38
ethereum,eth,Ethereum,1905.88,229705919927,2,42577804518.0,2146.48,1791.23,-161.0728895438349,-7.79278,120606878.7886636,120606878.7886636,,4878.26,-60.97745,11_03_2025_08_07_38
tether,usdt,Tether,0.999703,142954511105,3,89592364992.0,1.0,0.999154,-0.000141380273617653,-0.01414,142996909895.5767,142996909895.5767,,1.32,-24.44156,11_03_2025_08_07_38
ripple,xrp,XRP,2.1,121745183621,4,7766385388.0,2.26,1.92,-0.06908834283080134,-3.18509,58043299826.0,99986368206.0,100000000000.0,3.4,-38.40189,11_03_2025_08_07_38
binancecoin,bnb,BNB,555.18,80998216467,5,1625547717.0,573.37,512.35,-8.940199912484331,-1.58481,145887575.79,145887575.79,200000000.0,788.84,-29.60847,11_03_2025_08_07_38
solana,sol,Solana,123.21,62615865482,6,7213589153.0,130.94,113.78,-4.439075328381733,-3.4776,509201189.5012955,595888188.161813,,293.31,-58.07873,11_03_2025_08_07_38
usd-coin,usdc,USDC,0.9999,57839640284,7,16411323215.0,0.99999,0.999752,1.924e-05,0.00192,57847457615.6811,57842071836.40041,,1.17,-14.73867,11_03_2025_08_07_38
cardano,ada,Cardano,0.720706,25895116417,8,1936835290.0,0.769894,0.655585,-0.02065496447795978,-2.78609,35957314844.72886,45000000000.0,45000000000.0,3.09,-76.65823,11_03_2025_08_07_38
dogecoin,doge,Dogecoin,0.159003,23528175301,9,2622287927.0,0.1801,0.14567,-0.013724321437063758,-7.94568,148360876383.7051,148378696383.7052,,0.731578,-78.28978,11_03_2025_08_07_38
tron,trx,TRON,0.231554,21985498309,10,1203414739.0,0.238043,0.22637,-0.001912101316815074,-0.81901,95039895095.2169,95040162269.98499,,0.431288,-46.29406,11_03_2025_08_07_38
staked-ether,steth,Lido Staked Ether,1901.7,17758249546,11,349717166.0,2139.02,1788.84,-165.62381482372166,-8.01152,9351879.335859198,9351879.335859198,,4829.57,-60.68604,11_03_2025_08_07_38
wrapped-bitcoin,wbtc,Wrapped Bitcoin,80289.0,10345693036,12,774392424.0,83704.0,76751.0,-1727.1175975990627,-2.10583,129015.15757878,129015.15757878,129015.15757878,108368.0,-26.00228,11_03_2025_08_07_38
pi-network,pi,Pi Network,1.39,10051892107,13,506501215.0,1.45,1.31,-0.01068946762000711,-0.76193,7225021222.549634,11115417265.46097,100000000000.0,2.99,-53.56481,11_03_2025_08_07_38
leo-token,leo,LEO Token,9.74,8990223228,14,7067136.0,10.14,9.53,-0.14470493376929738,-1.46414,923960890.9,985239504.0,,10.14,-3.97567,11_03_2025_08_07_38
hedera-hashgraph,hbar,Hedera,0.195964,8247490591,15,517712232.0,0.217257,0.181285,-0.012055880179232092,-5.79555,42217580818.54043,50000000000.0,50000000000.0,0.569229,-65.65675,11_03_2025_08_07_38
usds,usds,USDS,0.999919,8148546170,16,61281501.0,1.001,0.997001,2.499e-05,0.0025,8148615732.876637,8148615732.876637,,1.057,-5.44686,11_03_2025_08_07_38
chainlink,link,Chainlink,12.71,8090308665,17,1008075867.0,14.44,11.99,-1.315229618387992,-9.37961,638099970.4505637,1000000000.0,1000000000.0,52.7,-75.88458,11_03_2025_08_07_38
wrapped-steth,wsteth,Wrapped stETH,2272.77,7909766080,18,133243325.0,2557.94,2129.84,-206.51646657571837,-8.32966,3480523.273043606,3480523.273043606,,7256.02,-68.71923,11_03_2025_08_07_38
stellar,xlm,Stellar,0.249409,7649067294,19,377336209.0,0.273555,0.229968,-0.014803756949890584,-5.60297,30714484574.71952,50001786894.44301,50001786894.44301,0.875563,-71.54236,11_03_2025_08_07_38
avalanche-2,avax,Avalanche,16.98,7024205754,20,735337677.0,18.98,15.45,-1.261261539781934,-6.91338,414257504.5255994,450927126.8525048,720000000.0,144.96,-88.31457,11_03_2025_08_07_38
sui,sui,Sui,2.17,6885808865,21,1452038647.0,2.44,2.0,-0.18463188878040926,-7.82928,3169845047.483887,10000000000.0,10000000000.0,5.35,-59.37616,11_03_2025_08_07_38
shiba-inu,shib,Shiba Inu,1.163e-05,6846607843,22,448185762.0,1.287e-05,1.1e-05,-6.40182593513e-07,-5.21542,589253497958630.9,589506951217960.4,,8.616e-05,-86.50794,11_03_2025_08_07_38
bitcoin-cash,bch,Bitcoin Cash,337.93,6689676815,23,335069372.0,370.07,320.52,-16.66716815436257,-4.70025,19840537.39665078,19840537.39665078,21000000.0,3785.82,-91.0929,11_03_2025_08_07_38
litecoin,ltc,Litecoin,88.05,6655836218,24,1042028772.0,98.52,83.93,-7.670464598126927,-8.01314,75620120.73347135,75620583.23347135,84000000.0,410.26,-78.54157,11_03_2025_08_07_38
the-open-network,ton,Toncoin,2.6,6456163873,25,280801396.0,2.8,2.39,-0.08466778214401716,-3.14816,2478737881.885729,5124311678.766682,,8.25,-68.53674,11_03_2025_08_07_38
mantra-dao,om,MANTRA,6.36,6195032773,26,184039257.0,6.45,5.98,0.20527,3.33665,975671463.0499997,1811308072.63,,8.99,-29.39434,11_03_2025_08_07_38
polkadot,dot,Polkadot,3.95,6010836476,27,311069357.0,4.28,3.7,-0.1951045515076122,-4.70183,1522267060.0,1522267060.0,,54.98,-92.81797,11_03_2025_08_07_38
