id,symbol,name,current_price,market_cap,market_cap_rank,total_volume,high_24h,low_24h,price_change_24h,price_change_percentage_24h,circulating_supply,total_supply,max_supply,ath,ath_change_percentage,row_update_date
bitcoin,btc,Bitcoin,94971.0,1887048073283,1,39372653695.0,95564.0,92859.0,1465.42,1.56721,19856025.0,19856025.0,21000000.0,108786.0,-12.55053,25_04_2025_16_18_46
ethereum,eth,Ethereum,1798.19,217354281780,2,16440048824.0,1819.79,1745.65,27.39,1.54691,120717801.9773649,120717801.9773649,,4878.26,-62.92149,25_04_2025_16_18_46
tether,usdt,Tether,1.001,146105981808,3,57047134469.0,1.001,1.0,0.00026162,0.02615,146014119939.2693,146014119939.2693,,1.32,-24.37147,25_04_2025_16_18_46
ripple,xrp,XRP,2.2,128386395360,4,3464098585.0,2.23,2.17,-0.02220440662424439,-1.00067,58394167593.0,99986232255.0,100000000000.0,3.4,-35.1552,25_04_2025_16_18_46
binancecoin,bnb,BNB,604.55,88249264423,5,922586460.0,609.98,596.72,5.46,0.91177,145887575.79,145887575.79,200000000.0,788.84,-23.15985,25_04_2025_16_18_46
solana,sol,Solana,152.45,78926992497,6,5148425336.0,155.46,149.71,2.24,1.49199,517435940.4546819,599321771.2854953,,293.31,-47.81764,25_04_2025_16_18_46
usd-coin,usdc,USDC,0.999967,62358708074,7,10376724946.0,1.0,0.999892,5.38e-06,0.00054,62362891578.31229,62365013666.24553,,1.17,-14.73523,25_04_2025_16_18_46
dogecoin,doge,Dogecoin,0.18148,27094605974,8,1853535600.0,0.185555,0.178336,0.00194938,1.08582,148947026383.7052,149001006383.7052,,0.731578,-75.02736,25_04_2025_16_18_46
cardano,ada,Cardano,0.717087,25882480388,9,947385931.0,0.73592,0.704469,-0.015595093873464583,-2.12849,36025982918.44367,45000000000.0,45000000000.0,3.09,-76.67113,25_04_2025_16_18_46
tron,trx,TRON,0.243614,23131762887,10,623151461.0,0.247245,0.242406,-0.003378795862335859,-1.36797,94937860403.32399,94937957308.74928,,0.431288,-43.44816,25_04_2025_16_18_46
staked-ether,steth,Lido Staked Ether,1793.45,16577553773,11,22581732.0,1815.49,1741.66,23.39,1.32117,9243714.352413666,9243714.352413666,,4829.57,-62.60648,25_04_2025_16_18_46
wrapped-bitcoin,wbtc,Wrapped Bitcoin,94918.0,12228717298,12,279444498.0,95465.0,92847.0,1494.64,1.59986,128814.95633878,128814.95633878,128814.95633878,108368.0,-12.28166,25_04_2025_16_18_46
sui,sui,Sui,3.65,11877685514,13,3820688628.0,3.78,3.24,0.368298,11.22173,3249982900.458887,10000000000.0,10000000000.0,5.35,-31.07812,25_04_2025_16_18_46
chainlink,link,Chainlink,15.12,9951332159,14,532538270.0,15.31,14.76,0.140978,0.94132,657099970.4527868,1000000000.0,1000000000.0,52.7,-71.15243,25_04_2025_16_18_46
avalanche-2,avax,Avalanche,22.51,9374379563,15,405365770.0,22.81,21.86,0.117199,0.52339,416095296.3162049,452764779.2429369,720000000.0,144.96,-84.38685,25_04_2025_16_18_46
stellar,xlm,Stellar,0.285086,8818013205,16,259905772.0,0.290548,0.274967,0.00682951,2.4544,30860942943.57686,50001786892.81785,50001786892.81785,0.875563,-67.17636,25_04_2025_16_18_46
hedera-hashgraph,hbar,Hedera,0.197268,8356174595,17,337993619.0,0.201595,0.18389,0.009334,4.96664,42228651562.17348,50000000000.0,50000000000.0,0.569229,-65.04647,25_04_2025_16_18_46
leo-token,leo,LEO Token,9.02,8339676702,18,4725660.0,9.33,9.01,-0.19853874613166234,-2.15281,923610174.9,985239504.0,,10.14,-10.94698,25_04_2025_16_18_46
shiba-inu,shib,Shiba Inu,1.393e-05,8212772508,19,266764955.0,1.423e-05,1.339e-05,3.32926e-07,2.44886,589250331284247.6,589504437942988.9,,8.616e-05,-83.74062,25_04_2025_16_18_46
