id,symbol,name,current_price,market_cap,market_cap_rank,total_volume,high_24h,low_24h,price_change_24h,price_change_percentage_24h,circulating_supply,total_supply,max_supply,ath,ath_change_percentage,row_update_date
bitcoin,btc,Bitcoin,101190.0,2010939961737,1,75706445876.0,105224.0,97792.0,-3853.6812922524405,-3.66866,19815809.0,19815809.0,21000000.0,108786.0,-6.064,27_01_2025_15_21_33
ethereum,eth,Ethereum,3118.47,377601669710,2,34632096266.0,3341.84,3036.49,-195.8267106268263,-5.90854,120510510.9022654,120510510.9022654,,4878.26,-35.49611,27_01_2025_15_21_33
ripple,xrp,XRP,2.96,170822833617,3,12257521001.0,3.13,2.75,-0.16166320977686954,-5.18584,57641211234.0,99986586496.0,100000000000.0,3.4,-13.22056,27_01_2025_15_21_33
tether,usdt,Tether,1.0,139348841651,4,118584286081.0,1.0,0.999224,0.00024317,0.02432,139335051398.719,139335051398.719,,1.32,-24.41644,27_01_2025_15_21_33
solana,sol,Solana,233.52,114135422851,5,11097555642.0,257.27,221.95,-22.340474816614858,-8.73143,486704820.7991096,592899136.5729256,,293.31,-19.40599,27_01_2025_15_21_33
binancecoin,bnb,BNB,663.61,97179304959,6,1419319794.0,685.51,638.4,-21.22882956244655,-3.09982,145887575.79,145887575.79,200000000.0,788.84,-15.18043,27_01_2025_15_21_33
usd-coin,usdc,USDC,0.999993,52331703194,7,9172615257.0,1.0,0.999896,4.749e-05,0.00475,52332027376.79538,52350461488.25062,,1.17,-14.72787,27_01_2025_15_21_33
dogecoin,doge,Dogecoin,0.324974,48161668852,8,3969796126.0,0.353974,0.308411,-0.02751954590558614,-7.8071,147772846383.7052,147797996383.7052,,0.731578,-55.22371,27_01_2025_15_21_33
cardano,ada,Cardano,0.919727,33117839558,9,1278786788.0,0.999207,0.870333,-0.0728379209197505,-7.33835,35886473001.82085,45000000000.0,45000000000.0,3.09,-70.00567,27_01_2025_15_21_33
staked-ether,steth,Lido Staked Ether,3114.5,29789143818,10,68217438.0,3340.4,3036.33,-194.72136428443582,-5.88421,9546023.922957545,9546117.374441171,,4829.57,-35.16023,27_01_2025_15_21_33
tron,trx,TRON,0.242991,20957937321,11,1235883405.0,0.252899,0.233272,-0.008907337866944975,-3.53608,86132111766.04042,86132191533.56094,,0.431288,-43.28436,27_01_2025_15_21_33
chainlink,link,Chainlink,23.76,15204805431,12,1502186689.0,26.32,22.23,-1.576166165140176,-6.22126,638099970.4505637,1000000000.0,1000000000.0,52.7,-54.50864,27_01_2025_15_21_33
avalanche-2,avax,Avalanche,33.83,13959245170,13,669184031.0,38.06,32.94,-3.75494842076818,-9.99081,411597494.9020934,449933785.2664931,720000000.0,144.96,-76.51511,27_01_2025_15_21_33
wrapped-bitcoin,wbtc,Wrapped Bitcoin,101156.0,13091579282,14,657828339.0,105001.0,97693.0,-3659.669299156274,-3.49154,129138.42002371,129138.42002371,129138.42002371,108368.0,-5.87752,27_01_2025_15_21_33
wrapped-steth,wsteth,Wrapped stETH,3696.13,12799453091,15,69103685.0,3982.08,3616.57,-244.132280849361,-6.19583,3457218.814849333,3457218.814849333,,7256.02,-49.53108,27_01_2025_15_21_33
the-open-network,ton,Toncoin,4.93,12295611596,16,281744218.0,5.07,4.71,-0.12481833515547967,-2.46973,2489338934.537108,5120854823.775343,,8.25,-39.77352,27_01_2025_15_21_33
stellar,xlm,Stellar,0.399082,12207586349,17,618377495.0,0.426084,0.371,-0.026214284220931697,-6.16377,30519746774.16654,50001786894.45155,50001786894.45155,0.875563,-54.21766,27_01_2025_15_21_33
hedera-hashgraph,hbar,Hedera,0.309239,11867073897,18,666713554.0,0.339923,0.293565,-0.02788482482226906,-8.27138,38267523240.47976,50000000000.0,50000000000.0,0.569229,-45.22868,27_01_2025_15_21_33
sui,sui,Sui,3.81,11515519448,19,1985901440.0,4.15,3.53,-0.329423168494142,-7.94887,3009569341.533888,10000000000.0,10000000000.0,5.35,-28.63395,27_01_2025_15_21_33
shiba-inu,shib,Shiba Inu,1.844e-05,10890537683,20,539989100.0,1.996e-05,1.755e-05,-1.510579486359e-06,-7.57095,589255142641537.5,589508369385924.1,,8.616e-05,-78.45114,27_01_2025_15_21_33
weth,weth,WETH,3119.59,9555273751,21,1686166221.0,3343.23,3042.83,-192.21040843176797,-5.8038,3054695.186124001,3054695.186124001,,4799.89,-34.49321,27_01_2025_15_21_33
leo-token,leo,LEO Token,9.68,8961870274,22,687048.0,9.8,9.66,-0.09328380120515156,-0.95472,924233680.9,985239504.0,,9.93,-1.88993,27_01_2025_15_21_33
polkadot,dot,Polkadot,5.85,8924137406,23,414889193.0,6.47,5.59,-0.5311474427853256,-8.32924,1522267060.0,1522267060.0,,54.98,-89.31135,27_01_2025_15_21_33
litecoin,ltc,Litecoin,112.33,8521005659,24,1011557691.0,122.83,106.48,-10.371321650184882,-8.45253,75466626.98347135,75466826.98347135,84000000.0,410.26,-72.38541,27_01_2025_15_21_33
bitget-token,bgb,Bitget Token,6.9,8284027352,25,613465863.0,7.45,6.57,-0.48640026272978343,-6.58397,1199999994.2,1199999994.2,2000000000.0,8.45,-18.33436,27_01_2025_15_21_33
bitcoin-cash,bch,Bitcoin Cash,415.19,8262747745,26,305469282.0,437.73,397.32,-22.430118014301684,-5.12548,19821324.89665078,19821324.89665078,21000000.0,3785.82,-88.95353,27_01_2025_15_21_33
hyperliquid,hype,Hyperliquid,21.65,7256650387,27,242476758.0,24.17,20.16,-1.8995486831860262,-8.06767,333928180.0,999990391.0,1000000000.0,34.96,-37.74502,27_01_2025_15_21_33
usds,usds,USDS,0.999098,6657840560,28,37690510.0,1.007,0.994083,-0.001525766261506245,-0.15248,6659486347.715441,6659486347.715441,,1.057,-5.36148,27_01_2025_15_21_33
uniswap,uni,Uniswap,10.89,6554920952,29,450292038.0,12.1,10.38,-1.1145656413291238,-9.2846,600483073.71,1000000000.0,1000000000.0,44.92,-75.61069,27_01_2025_15_21_33
wrapped-eeth,weeth,Wrapped eETH,3287.47,6170787217,30,5773186.0,3536.71,3220.42,-216.65353149328712,-6.18282,1873293.77022344,1873293.77022344,,4311.81,-23.50028,27_01_2025_15_21_33
ethena-usde,usde,Ethena USDe,0.998091,5748607607,31,84194966.0,1.004,0.996252,-0.002620621820224045,-0.26188,5766722126.899739,5766722126.899739,,1.032,-3.2444,27_01_2025_15_21_33
official-trump,trump,Official Trump,27.27,5477257356,32,3750606553.0,29.39,24.98,-1.7762698277120528,-6.11464,199999996.31,1000000000.0,1000000000.0,73.43,-62.61231,27_01_2025_15_21_33
pepe,pepe,Pepe,1.286e-05,5421221842,33,1580472783.0,1.508e-05,1.225e-05,-2.098028829888e-06,-14.0299,420690000000000.0,420690000000000.0,420690000000000.0,2.803e-05,-53.83257,27_01_2025_15_21_33
near,near,NEAR Protocol,4.59,5410512870,34,358055812.0,5.03,4.4,-0.4185763022884492,-8.35844,1177051388.0,1232291341.0,,20.44,-77.40289,27_01_2025_15_21_33
mantra-dao,om,MANTRA,4.71,4552158564,35,469699885.0,4.78,4.46,0.25457,5.70806,962839991.5799999,1805352466.5,,4.96,-4.59211,27_01_2025_15_21_33
aave,aave,Aave,300.38,4534210428,36,598662616.0,334.11,289.95,-28.158636532449577,-8.57076,15052007.693243032,16000000.0,16000000.0,661.69,-54.16257,27_01_2025_15_21_33
aptos,apt,Aptos,7.41,4256295875,37,357357548.0,8.26,6.98,-0.8017590911456587,-9.76885,573133368.7486309,1137769500.773523,,19.92,-62.73773,27_01_2025_15_21_33
internet-computer,icp,Internet Computer,8.73,4199809380,38,193391692.0,9.25,8.2,-0.4276399288646573,-4.66934,480055893.8958033,529501866.2741284,,700.65,-98.74426,27_01_2025_15_21_33
ondo-finance,ondo,Ondo,1.31,4163899426,39,418715367.0,1.47,1.26,-0.13791478885796082,-9.51122,3159107529.0,10000000000.0,10000000000.0,2.14,-37.63029,27_01_2025_15_21_33
whitebit,wbt,WhiteBIT Coin,28.16,4059251699,40,43910159.0,28.68,27.83,-0.26930048034017773,-0.94723,144118517.10815412,333498563.0,400000000.0,29.08,-2.60145,27_01_2025_15_21_33
monero,xmr,Monero,212.65,3946068708,41,65129907.0,224.42,210.44,-7.895034770173936,-3.5798,18446744.07370955,18446744.07370955,,542.33,-60.42138,27_01_2025_15_21_33
ethereum-classic,etc,Ethereum Classic,25.56,3855867880,42,217262500.0,27.03,24.75,-1.3513022827846122,-5.02162,150513570.2719684,150513570.2719684,210700000.0,167.09,-84.5521,27_01_2025_15_21_33
mantle,mnt,Mantle,1.13,3781602366,43,135202382.0,1.19,1.056,-0.05953363650254029,-5.02207,3364694382.83684,6219316794.99,6219316794.99,1.54,-26.55346,27_01_2025_15_21_33
bittensor,tao,Bittensor,456.05,3758386459,44,455169699.0,475.65,386.75,8.2,1.83123,8215232.0,21000000.0,21000000.0,757.6,-38.82639,27_01_2025_15_21_33
crypto-com-chain,cro,Cronos,0.132286,3617590301,45,33472911.0,0.139752,0.123781,-0.007231525912450937,-5.18323,27256859096.72219,30000000000.0,,0.965407,-86.19826,27_01_2025_15_21_33
vechain,vet,VeChain,0.04417171,3585229999,46,106185099.0,0.04767862,0.04213084,-0.003289395739776727,-6.93072,80985041177.0,85985041177.0,86712634466.0,0.280991,-84.13354,27_01_2025_15_21_33
dai,dai,Dai,1.0,3551945296,47,248086714.0,1.001,0.999551,7.802e-05,0.0078,3550364078.983494,3550364078.983494,,1.22,-17.92925,27_01_2025_15_21_33
polygon-ecosystem-token,pol,POL (ex-MATIC),0.412262,3502190895,48,229924961.0,0.447223,0.393006,-0.024428996285060012,-5.59412,8495459979.432462,10347786406.85705,,1.29,-67.9513,27_01_2025_15_21_33
render-token,render,Render,6.21,3234592553,49,242347223.0,7.01,5.83,-0.7656688050915195,-10.97152,517697726.6875945,532457899.9675945,,13.53,-53.77663,27_01_2025_15_21_33
kaspa,kas,Kaspa,0.124109,3183804395,50,105862011.0,0.132643,0.118502,-0.008327019579347339,-6.28759,25597293243.72237,25597481489.69303,28704026601.0,0.207411,-39.72921,27_01_2025_15_21_33
okb,okb,OKB,52.72,3167931163,51,16269081.0,54.9,49.73,-2.051302298963421,-3.7455,60000000.0,235957685.3,300000000.0,73.8,-28.24505,27_01_2025_15_21_33
algorand,algo,Algorand,0.371351,3123819388,52,284903302.0,0.405265,0.347855,-0.029723853449226012,-7.41105,8395141145.223869,8395143845.267866,10000000000.0,3.56,-89.51713,27_01_2025_15_21_33
gatechain-token,gt,Gate,23.54,2963976329,53,74982243.0,25.5,21.09,-1.8520986400557398,-7.29457,125815473.19980882,300000000.0,,25.94,-7.93044,27_01_2025_15_21_33
fetch-ai,fet,Artificial Superintelligence Alliance,1.11,2888724971,54,279082499.0,1.22,1.061,-0.10859250846907974,-8.94313,2604959126.672,2714493896.672,2714493896.672,3.45,-67.76792,27_01_2025_15_21_33
filecoin,fil,Filecoin,4.61,2881202560,55,365135759.0,5.17,4.39,-0.42321566999233795,-8.40443,623100315.0,1959677149.0,1959677149.0,236.84,-98.0443,27_01_2025_15_21_33
arbitrum,arb,Arbitrum,0.633165,2757343987,56,437278283.0,0.716155,0.611153,-0.07333934404930897,-10.38059,4343862574.0,10000000000.0,10000000000.0,2.39,-73.34007,27_01_2025_15_21_33
cosmos,atom,Cosmos Hub,5.81,2521610953,57,256128476.0,6.4,5.56,-0.39285441637927576,-6.33713,433536263.162969,433536263.162969,,44.45,-86.88733,27_01_2025_15_21_33
coinbase-wrapped-btc,cbbtc,Coinbase Wrapped BTC,101250.0,2382274820,58,512877675.0,105231.0,97852.0,-3728.8428192788997,-3.552,23422.81900363,23422.81900363,,108953.0,-6.44148,27_01_2025_15_21_33
ethena,ena,Ethena,0.74401,2276043710,59,501799274.0,0.835687,0.702819,-0.09167695877258741,-10.97025,3032812500.0,15000000000.0,,1.52,-49.83675,27_01_2025_15_21_33
tokenize-xchange,tkx,Tokenize Xchange,27.89,2237592859,60,11319734.0,31.5,27.87,-3.613655280456605,-11.47023,79995999.05112354,100000000.0,100000000.0,50.43,-44.26879,27_01_2025_15_21_33
celestia,tia,Celestia,3.97,2009114837,61,175541333.0,4.63,3.89,-0.6229550455220925,-13.55385,505844156.526952,1098960657.533925,,20.85,-80.69055,27_01_2025_15_21_33
raydium,ray,Raydium,6.76,1972189710,62,283935156.0,7.81,6.2,-1.051031976261119,-13.46237,290866823.959339,555000000.0,555000000.0,16.83,-59.49019,27_01_2025_15_21_33
bonk,bonk,Bonk,2.567e-05,1972156144,63,305754140.0,2.925e-05,2.437e-05,-3.478540607602e-06,-11.93315,76594619707481.67,90922034967220.78,90922034967220.78,5.825e-05,-55.75481,27_01_2025_15_21_33
immutable-x,imx,Immutable,1.12,1960722930,64,56393778.0,1.25,1.058,-0.11218597704999267,-9.09291,1743800322.3898141,2000000000.0,2000000000.0,9.52,-88.17702,27_01_2025_15_21_33
optimism,op,Optimism,1.42,1925378707,65,379076952.0,1.65,1.34,-0.21056876147781756,-12.92494,1351719035.0,4294967296.0,4294967296.0,4.84,-70.40216,27_01_2025_15_21_33
blockstack,stx,Stacks,1.26,1904944394,66,82539860.0,1.4,1.21,-0.1425817585723408,-10.18176,1510581905.13508,1510591901.13508,1818000000.0,3.86,-67.13641,27_01_2025_15_21_33
binance-peg-weth,weth,Binance-Peg WETH,3118.22,1891227017,67,100306807.0,3343.17,3020.89,-195.7889096451886,-5.90792,604999.999959841,604999.999959841,,4098.26,-23.71886,27_01_2025_15_21_33
binance-staked-sol,bnsol,Binance Staked SOL,241.68,1869332824,68,23434668.0,264.79,229.19,-21.34973991148655,-8.1169,7703008.300314322,7703008.300314322,,297.96,-18.48905,27_01_2025_15_21_33
theta-token,theta,Theta Network,1.86,1866323158,69,37300885.0,2.04,1.75,-0.15446131480968184,-7.66213,1000000000.0,1000000000.0,1000000000.0,15.72,-88.04016,27_01_2025_15_21_33
injective-protocol,inj,Injective,18.86,1848534740,70,191373918.0,21.38,18.15,-2.2772345371165095,-10.77123,97727220.33,100000000.0,,52.62,-63.91866,27_01_2025_15_21_33
lombard-staked-btc,lbtc,Lombard Staked BTC,101456.0,1828511169,73,8984201.0,105250.0,97811.0,-3738.978777473065,-3.55432,17943.47238863,17943.47238863,,108719.0,-6.41585,27_01_2025_15_21_33
first-digital-usd,fdusd,First Digital USD,0.995359,1826961155,72,8985689177.0,1.011,0.98799,-0.004763160696189983,-0.47626,1835642061.4,1835642061.4,,1.089,-8.34292,27_01_2025_15_21_33
worldcoin-wld,wld,Worldcoin,1.9,1822544841,71,377193749.0,2.11,1.82,-0.20047867663117502,-9.54045,958786294.3907603,10000000000.0,10000000000.0,11.74,-83.66708,27_01_2025_15_21_33
jupiter-exchange-solana,jup,Jupiter,1.051,1769131328,74,1717753560.0,1.27,0.942777,-0.15521816773023756,-12.86907,1683552289.190169,6999978859.105668,10000000000.0,2.0,-46.51801,27_01_2025_15_21_33
kelp-dao-restaked-eth,rseth,Kelp DAO Restaked ETH,3223.99,1760051708,75,2209504.0,3456.38,3139.38,-200.55862485140142,-5.8565,545923.2985312534,545923.2985312534,,4216.2,-23.0749,27_01_2025_15_21_33
lido-dao,ldo,Lido DAO,1.92,1721254544,76,340772528.0,2.22,1.85,-0.23984072889904895,-11.11478,896046961.4578881,1000000000.0,1000000000.0,7.3,-73.4846,27_01_2025_15_21_33
movement,move,Movement,0.732305,1680786318,77,230775040.0,0.744489,0.639492,0.02408831,3.40126,2300000000.0,10000000000.0,10000000000.0,1.45,-49.90721,27_01_2025_15_21_33
the-graph,grt,The Graph,0.17463,1670382218,79,109071170.0,0.191447,0.165279,-0.014195080116328251,-7.51757,9548531509.16547,10788004319.0,10788004319.0,2.84,-93.83487,27_01_2025_15_21_33
fasttoken,ftn,Fasttoken,3.88,1669510322,78,39516817.0,3.95,3.83,-0.02138580694019554,-0.54756,428817183.0,870742437.0,1000000000.0,3.95,-1.4464,27_01_2025_15_21_33
kucoin-shares,kcs,KuCoin,12.98,1598632306,80,125994.0,13.45,12.21,-0.3931865399659671,-2.94047,122665481.8513356,142665481.8513356,,28.83,-54.62185,27_01_2025_15_21_33
rocket-pool-eth,reth,Rocket Pool ETH,3488.93,1586526300,81,12318885.0,3739.26,3397.17,-213.0807453157986,-5.75581,455570.0658383651,455570.0658383651,,4814.31,-27.17386,27_01_2025_15_21_33
xdce-crowd-sale,xdc,XDC Network,0.100629,1581799939,82,80128445.0,0.110492,0.096189,-0.005453806418096771,-5.1411,15684547635.0,37968081666.45,,0.192754,-47.62134,27_01_2025_15_21_33
sonic-3,s,Sonic (prev. FTM),0.487038,1551412212,83,157528917.0,0.542209,0.465022,-0.053688647990832894,-9.92898,3175000000.0,3175000000.0,,1.029,-52.64468,27_01_2025_15_21_33
quant-network,qnt,Quant,103.24,1505703611,84,52046837.0,107.24,98.66,-3.7471555539415107,-3.50246,14544176.164091088,14612493.0,14612493.0,427.42,-75.60535,27_01_2025_15_21_33
susds,susds,sUSDS,1.033,1500369292,85,690985.0,1.045,1.016,0.00237295,0.23015,1449321989.272897,1449321989.272897,,1.062,-1.95105,27_01_2025_15_21_33
mantle-staked-ether,meth,Mantle Staked Ether,3293.44,1464722093,86,15277304.0,3530.43,3195.0,-199.57299831301907,-5.7135,443774.0738968496,443774.0738968496,,4729.53,-30.22552,27_01_2025_15_21_33
pudgy-penguins,pengu,Pudgy Penguins,0.02224094,1398815098,89,429667873.0,0.02726298,0.02074613,-0.003948317918246087,-15.0761,62860396090.0,88888888888.0,88888888888.0,0.068447,-67.90199,27_01_2025_15_21_33
sei-network,sei,Sei,0.31461,1398101621,88,217272879.0,0.360241,0.298013,-0.03933715041563318,-11.11385,4432638888.0,10000000000.0,,1.14,-72.34846,27_01_2025_15_21_33
