id,symbol,name,current_price,market_cap,market_cap_rank,total_volume,high_24h,low_24h,price_change_24h,price_change_percentage_24h,circulating_supply,total_supply,max_supply,ath,ath_change_percentage,row_update_date
bitcoin,btc,Bitcoin,86911.0,1725777334401,1,18484057684.0,87205.0,84258.0,2647.42,3.14183,19841193.0,19841193.0,21000000.0,108786.0,-19.94431,24_03_2025_07_30_34
ethereum,eth,Ethereum,2069.74,249742953758,2,11019796246.0,2071.86,1981.37,64.51,3.21727,120639295.2010918,120639295.2010918,,4878.26,-57.52987,24_03_2025_07_30_34
tether,usdt,Tether,1.0,143494173200,3,20459004171.0,1.0,0.999761,0.00017227,0.01723,143487285482.366,143487285482.366,,1.32,-24.41638,24_03_2025_07_30_34
ripple,xrp,XRP,2.46,143094689715,4,2684625563.0,2.47,2.39,0.061191,2.5534,58158111605.0,99986323420.0,100000000000.0,3.4,-27.54421,24_03_2025_07_30_34
binancecoin,bnb,BNB,621.81,90773006564,5,673817828.0,628.19,619.26,-1.2676787241299508,-0.20345,145887575.79,145887575.79,200000000.0,788.84,-21.03234,24_03_2025_07_30_34
solana,sol,Solana,138.07,70602311172,6,3262371229.0,139.22,130.47,7.12,5.43513,511342202.5035947,596939306.174688,,293.31,-52.84229,24_03_2025_07_30_34
usd-coin,usdc,USDC,0.999897,59423803988,7,6599303326.0,0.999918,0.999791,5.007e-05,0.00501,59430097727.72253,59441230818.56834,,1.17,-14.73679,24_03_2025_07_30_34
cardano,ada,Cardano,0.724087,26086868643,8,722258866.0,0.727742,0.694244,0.0105223,1.47461,35972695141.4591,45000000000.0,45000000000.0,3.09,-76.45166,24_03_2025_07_30_34
dogecoin,doge,Dogecoin,0.175171,26042148192,9,754674520.0,0.175843,0.169601,0.00509205,2.99393,148496536383.7052,148557946383.7052,,0.731578,-75.99894,24_03_2025_07_30_34
tron,trx,TRON,0.227069,21582830833,10,761493370.0,0.239738,0.225313,-0.012653445691436782,-5.27838,95010091005.65552,95010127226.8848,,0.431288,-47.25117,24_03_2025_07_30_34
staked-ether,steth,Lido Staked Ether,2068.52,19326638160,11,21324845.0,2068.04,1980.3,65.32,3.26075,9342107.595993426,9342107.595993426,,4829.57,-57.2027,24_03_2025_07_30_34
wrapped-bitcoin,wbtc,Wrapped Bitcoin,86851.0,11196264986,12,141035329.0,87018.0,84078.0,2497.17,2.96035,128915.05657878,128915.05657878,128915.05657878,108368.0,-19.81448,24_03_2025_07_30_34
chainlink,link,Chainlink,15.08,9621040284,13,381123874.0,15.14,14.2,0.749831,5.23317,638099971.4505637,1000000000.0,1000000000.0,52.7,-71.36522,24_03_2025_07_30_34
the-open-network,ton,Toncoin,3.67,9105925788,14,138512856.0,3.71,3.64,-0.04734881488465348,-1.27487,2482048248.101754,5125431388.792354,,8.25,-55.58658,24_03_2025_07_30_34
leo-token,leo,LEO Token,9.77,9026486509,15,2683681.0,9.8,9.75,-0.00605199450595606,-0.06191,923877916.9,985239504.0,,10.14,-3.45862,24_03_2025_07_30_34
avalanche-2,avax,Avalanche,21.55,8938785272,16,367902957.0,21.76,19.33,1.92,9.80032,414737715.8510528,451408444.5657637,720000000.0,144.96,-85.1474,24_03_2025_07_30_34
wrapped-steth,wsteth,Wrapped stETH,2474.13,8892665357,17,16071482.0,2476.75,2370.96,72.65,3.02512,3594337.816822363,3594337.816822363,,7256.02,-65.89054,24_03_2025_07_30_34
stellar,xlm,Stellar,0.287714,8844476785,18,176364632.0,0.28781,0.277255,0.00854846,3.06215,30757924524.79159,50001786892.81798,50001786892.81798,0.875563,-67.17722,24_03_2025_07_30_34
usds,usds,USDS,1.001,8331720056,19,12793943.0,1.001,0.998871,0.00079749,0.07977,8325057217.651875,8325057217.651875,,1.057,-5.51548,24_03_2025_07_30_34
hedera-hashgraph,hbar,Hedera,0.191261,8074308771,20,189999744.0,0.191909,0.180772,0.00867247,4.74974,42219399510.3234,50000000000.0,50000000000.0,0.569229,-66.32334,24_03_2025_07_30_34
shiba-inu,shib,Shiba Inu,1.312e-05,7731810872,21,136913664.0,1.318e-05,1.281e-05,1.78767e-07,1.38123,589251895622956.5,589505819333478.1,,8.616e-05,-84.74921,24_03_2025_07_30_34
sui,sui,Sui,2.37,7516849603,22,641632611.0,2.38,2.24,0.105849,4.68505,3169845047.483887,10000000000.0,10000000000.0,5.35,-55.66857,24_03_2025_07_30_34
polkadot,dot,Polkadot,4.72,7178226386,23,175240367.0,4.74,4.4,0.247778,5.54599,1522267060.0,1522267060.0,,54.98,-91.4162,24_03_2025_07_30_34
litecoin,ltc,Litecoin,92.93,7040524572,24,381294364.0,93.58,90.76,1.22,1.33181,75665970.73347135,75668089.48347135,84000000.0,410.26,-77.27945,24_03_2025_07_30_34
bitcoin-cash,bch,Bitcoin Cash,329.1,6535617667,25,170135250.0,330.48,320.93,4.58,1.41193,19846199.89665078,19846328.02165078,21000000.0,3785.82,-91.28919,24_03_2025_07_30_34
pi-network,pi,Pi Network,0.948061,6394969631,26,281031259.0,1.018,0.91101,-0.05950965123616925,-5.90625,6763876079.296083,10405963198.91705,100000000000.0,2.99,-68.27618,24_03_2025_07_30_34
mantra-dao,om,MANTRA,6.36,6263217091,27,116104257.0,6.77,6.33,-0.05239398803844075,-0.81722,984965781.8599998,1813159487.0,,8.99,-29.22577,24_03_2025_07_30_34
bitget-token,bgb,Bitget Token,4.97,5965600342,28,84344824.0,5.08,4.79,0.103688,2.13014,1199999994.2,1199999994.2,2000000000.0,8.45,-41.08001,24_03_2025_07_30_34
weth,weth,WETH,2070.32,5819775720,29,364622925.0,2072.19,1982.65,64.97,3.23989,2812697.772101791,2812697.772101791,,4799.89,-56.82556,24_03_2025_07_30_34
hyperliquid,hype,Hyperliquid,16.63,5553764175,30,93827852.0,17.03,15.53,0.689112,4.32279,333928180.0,999990391.0,1000000000.0,34.96,-52.39471,24_03_2025_07_30_34
ethena-usde,usde,Ethena USDe,1.0,5389320110,31,59030806.0,1.001,0.997599,0.00076326,0.07637,5392093972.443686,5392093972.443686,,1.032,-3.13677,24_03_2025_07_30_34
binance-bridged-usdt-bnb-smart-chain,bsc-usd,Binance Bridged USDT (BNB Smart Chain),0.999878,5186917231,32,177595334.0,1.002,0.99806,0.00019666,0.01967,5184994501.618546,5184994501.618546,,1.05,-4.69267,24_03_2025_07_30_34
wrapped-eeth,weeth,Wrapped eETH,2199.28,4590465503,33,10787301.0,2200.82,2107.12,68.07,3.19402,2086812.187132338,2086812.187132338,,4311.81,-49.01123,24_03_2025_07_30_34
whitebit,wbt,WhiteBIT Coin,29.11,4200748440,34,29592016.0,29.18,28.77,0.3441,1.19603,144118517.10815412,328808075.0,400000000.0,31.28,-6.8633,24_03_2025_07_30_34
uniswap,uni,Uniswap,6.9,4142633106,35,127709101.0,6.93,6.6,0.141445,2.09333,600483073.71,1000000000.0,1000000000.0,44.92,-84.61314,24_03_2025_07_30_34
monero,xmr,Monero,218.92,4040205307,36,52717918.0,219.25,214.65,2.64,1.22179,18446744.07370955,18446744.07370955,,542.33,-59.60201,24_03_2025_07_30_34
aptos,apt,Aptos,5.81,3508831493,37,102717898.0,5.88,5.61,0.174771,3.10106,603238738.5432535,1145271166.147436,,19.92,-70.78907,24_03_2025_07_30_34
near,near,NEAR Protocol,2.89,3458964670,38,158433220.0,2.91,2.72,0.104848,3.76415,1196991309.0,1241479719.0,,20.44,-85.84503,24_03_2025_07_30_34
susds,susds,sUSDS,1.044,3408349960,39,2213524.0,1.047,1.04,-0.000275002698441273,-0.02632,3263764607.020804,3263764607.020804,,1.088,-4.00897,24_03_2025_07_30_34
ethena-staked-usde,susde,Ethena Staked USDe,1.16,3249419221,40,5387453.0,1.16,1.16,0.00010161,0.00876,2799391058.387258,2799391058.387258,,1.29,-10.11759,24_03_2025_07_30_34
dai,dai,Dai,0.999879,3239632263,41,143866109.0,1.0,0.999301,-0.00053714400869731,-0.05369,3240025753.529538,3240025753.529538,,1.22,-17.96621,24_03_2025_07_30_34
pepe,pepe,Pepe,7.6e-06,3202253602,42,478807391.0,7.65e-06,7.17e-06,3.29375e-07,4.52945,420690000000000.0,420690000000000.0,420690000000000.0,2.803e-05,-72.86109,24_03_2025_07_30_34
okb,okb,OKB,50.53,3032146147,43,10531868.0,51.28,49.38,-0.5686799227129811,-1.1128,60000000.0,235957685.3,300000000.0,73.8,-31.52693,24_03_2025_07_30_34
internet-computer,icp,Internet Computer,6.02,2900523064,44,37460092.0,6.05,5.75,0.190966,3.27605,481805558.4511627,530681518.1583879,,700.65,-99.13966,24_03_2025_07_30_34
aave,aave,Aave,191.67,2891540800,45,291111299.0,192.1,181.65,7.44,4.03616,15091336.425878659,16000000.0,16000000.0,661.69,-71.03922,24_03_2025_07_30_34
gatechain-token,gt,Gate,23.53,2891037108,46,49732560.0,23.56,22.9,0.523318,2.27433,122910587.76765741,300000000.0,,25.94,-9.21314,24_03_2025_07_30_34
mantle,mnt,Mantle,0.839309,2826924924,47,124609459.0,0.8493,0.782055,0.052425,6.6623,3364694382.83684,6219316794.99,6219316794.99,1.54,-45.47856,24_03_2025_07_30_34
