id,symbol,name,current_price,market_cap,market_cap_rank,total_volume,high_24h,low_24h,price_change_24h,price_change_percentage_24h,circulating_supply,total_supply,max_supply,ath,ath_change_percentage,row_update_date
bitcoin,btc,Bitcoin,101028.0,2002330537687,1,32385409688.0,105376.0,100888.0,-3702.8811116043507,-3.5356,19815559.0,19815559.0,21000000.0,108786.0,-7.243,27_01_2025_03_18_01
ethereum,eth,Ethereum,3173.58,382524384316,2,18755269849.0,3357.4,3169.3,-155.78477451594563,-4.67911,120510510.9022654,120510510.9022654,,4878.26,-35.03463,27_01_2025_03_18_01
ripple,xrp,XRP,2.98,171814224413,3,4629478531.0,3.14,2.95,-0.14129299674978935,-4.52551,57641211234.0,99986586496.0,100000000000.0,3.4,-12.56842,27_01_2025_03_18_01
tether,usdt,Tether,0.99936,139246087406,4,66673269143.0,0.99994,0.999302,-0.000396184917746289,-0.03963,139335051398.719,139335051398.719,,1.32,-24.46581,27_01_2025_03_18_01
solana,sol,Solana,235.19,114511028938,5,6191089697.0,259.52,233.78,-20.526896039295764,-8.02735,486593400.9691488,592752324.0880824,,293.31,-20.0158,27_01_2025_03_18_01
binancecoin,bnb,BNB,658.67,96081924719,6,818060925.0,691.21,656.32,-30.493471633701233,-4.42474,145887575.79,145887575.79,200000000.0,788.84,-16.72553,27_01_2025_03_18_01
usd-coin,usdc,USDC,1.0,52180481872,7,8702012907.0,1.0,0.999896,0.00011209,0.01121,52178026374.9849,52176697363.8842,,1.17,-14.72473,27_01_2025_03_18_01
dogecoin,doge,Dogecoin,0.327238,48363553049,8,1824435376.0,0.35659,0.325849,-0.02662681322692595,-7.52457,147772846383.7052,147790976383.7052,,0.731578,-55.37453,27_01_2025_03_18_01
cardano,ada,Cardano,0.919457,33014971465,9,701817026.0,0.999207,0.917786,-0.05929276929476157,-6.05801,35886473001.82085,45000000000.0,45000000000.0,3.09,-70.26714,27_01_2025_03_18_01
staked-ether,steth,Lido Staked Ether,3169.53,30283686010,10,35492730.0,3351.96,3165.18,-155.87344472720224,-4.68736,9553164.52226832,9553164.52226832,,4829.57,-34.45877,27_01_2025_03_18_01
tron,trx,TRON,0.241625,20838036642,11,703962753.0,0.253755,0.241248,-0.010368444852299014,-4.11456,86134559304.16269,86134565336.48613,,0.431288,-43.99746,27_01_2025_03_18_01
chainlink,link,Chainlink,23.83,15209417826,12,888965219.0,26.32,23.78,-1.3723955598763666,-5.4449,638099970.4505637,1000000000.0,1000000000.0,52.7,-54.87326,27_01_2025_03_18_01
