id,symbol,name,current_price,market_cap,market_cap_rank,total_volume,high_24h,low_24h,price_change_24h,price_change_percentage_24h,circulating_supply,total_supply,max_supply,ath,ath_change_percentage,row_update_date
bitcoin,btc,Bitcoin,87781.0,1739793326824,1,25301368202.0,88510.0,86358.0,-143.5080905530922,-0.16322,19841781.0,19841781.0,21000000.0,108786.0,-19.40174,25_03_2025_14_35_32
ethereum,eth,Ethereum,2072.44,249592844095,2,12310739148.0,2097.18,2042.48,-7.467328034183538,-0.35902,120641812.2610994,120641812.2610994,,4878.26,-57.68261,25_03_2025_14_35_32
tether,usdt,Tether,1.0,143796267018,3,31895939685.0,1.0,0.99994,-4.3760752211908e-05,-0.00438,143778115476.1538,143778115476.1538,,1.32,-24.40816,25_03_2025_14_35_32
ripple,xrp,XRP,2.45,141975727874,4,2592382621.0,2.48,2.41,-0.024569676477700142,-0.99488,58158111605.0,99986323420.0,100000000000.0,3.4,-28.10967,25_03_2025_14_35_32
binancecoin,bnb,BNB,634.05,92431006268,5,1586640143.0,644.81,626.0,8.05,1.28638,145887575.79,145887575.79,200000000.0,788.84,-19.69568,25_03_2025_14_35_32
solana,sol,Solana,146.89,75055600883,6,3831314928.0,146.29,138.45,4.21,2.94822,511339557.4744289,596938040.8178079,,293.31,-50.31084,25_03_2025_14_35_32
usd-coin,usdc,USDC,0.999863,59808576737,7,9149526450.0,0.99992,0.999784,7.07e-05,0.00707,59815097914.09802,59817412831.82891,,1.17,-14.74441,25_03_2025_14_35_32
dogecoin,doge,Dogecoin,0.188743,27997851548,8,1653469580.0,0.188444,0.180249,0.00849479,4.71282,148496536383.7052,148576266383.7052,,0.731578,-74.29322,25_03_2025_14_35_32
cardano,ada,Cardano,0.757356,27226346225,9,1099333755.0,0.760945,0.722566,0.02459696,3.35676,35980357573.51544,45000000000.0,45000000000.0,3.09,-75.51126,25_03_2025_14_35_32
tron,trx,TRON,0.228084,21661007698,10,432993481.0,0.230104,0.226008,-0.000301286661660072,-0.13192,95004938315.00298,95004845819.25395,,0.431288,-47.15028,25_03_2025_14_35_32
staked-ether,steth,Lido Staked Ether,2068.01,19305663257,11,11897045.0,2098.29,2039.5,-14.139651215899448,-0.67909,9346154.776480984,9346154.776480984,,4829.57,-57.30056,25_03_2025_14_35_32
wrapped-bitcoin,wbtc,Wrapped Bitcoin,87632.0,11292168266,12,221656470.0,88432.0,86236.0,-199.0763470378297,-0.22666,128915.05657878,128915.05657878,128915.05657878,108368.0,-19.27413,25_03_2025_14_35_32
chainlink,link,Chainlink,15.42,9814598886,13,409887938.0,15.54,14.89,0.309412,2.04775,638099971.4505637,1000000000.0,1000000000.0,52.7,-70.8661,25_03_2025_14_35_32
avalanche-2,avax,Avalanche,22.58,9348033940,14,329509722.0,22.54,21.25,0.845201,3.88787,414786213.6078539,451455721.9154212,720000000.0,144.96,-84.50987,25_03_2025_14_35_32
the-open-network,ton,Toncoin,3.65,9057880307,15,140437747.0,3.75,3.63,-0.04966829999704103,-1.34181,2482283491.948871,5125544812.493325,,8.25,-55.8527,25_03_2025_14_35_32
leo-token,leo,LEO Token,9.79,9033919587,16,3539342.0,9.81,9.75,0.01070202,0.10949,923870949.9,985239504.0,,10.14,-3.54076,25_03_2025_14_35_32
stellar,xlm,Stellar,0.292643,9001589609,17,173466246.0,0.294701,0.286547,0.0014692,0.50458,30779758453.80956,50001786892.81798,50001786892.81798,0.875563,-66.59715,25_03_2025_14_35_32
wrapped-steth,wsteth,Wrapped stETH,2471.93,8832258060,18,9167057.0,2513.65,2446.59,-24.993955107722286,-1.00099,3577786.249116346,3577786.249116346,,7256.02,-65.9513,25_03_2025_14_35_32
hedera-hashgraph,hbar,Hedera,0.198601,8382380767,19,212212961.0,0.200937,0.191224,0.00603768,3.13544,42219399509.3561,50000000000.0,50000000000.0,0.569229,-65.08484,25_03_2025_14_35_32
usds,usds,USDS,0.99996,8288176741,20,15145932.0,1.001,0.998696,0.00060415,0.06045,8289137205.726514,8289137205.726514,,1.057,-5.48127,25_03_2025_14_35_32
shiba-inu,shib,Shiba Inu,1.353e-05,7960301078,21,208999704.0,1.369e-05,1.338e-05,9.442e-08,0.703,589251861489218.5,589505789763360.0,,8.616e-05,-84.33882,25_03_2025_14_35_32
sui,sui,Sui,2.43,7702786668,22,738115863.0,2.45,2.34,0.01918032,0.7949,3169845047.483887,10000000000.0,10000000000.0,5.35,-54.57169,25_03_2025_14_35_32
polkadot,dot,Polkadot,4.7,7145880017,23,170036691.0,4.73,4.59,0.00335959,0.07151,1522267060.0,1522267060.0,,54.98,-91.4782,25_03_2025_14_35_32
litecoin,ltc,Litecoin,93.69,7084424987,24,407043149.0,95.54,92.07,-0.020939054829554493,-0.02234,75672208.23347135,75673014.48347135,84000000.0,410.26,-77.20998,25_03_2025_14_35_32
mantra-dao,om,MANTRA,6.73,6621337657,25,102668991.0,6.98,6.7,-0.010452393191524578,-0.15516,985624265.1099999,1813347550.24,,8.99,-25.035,25_03_2025_14_35_32
bitcoin-cash,bch,Bitcoin Cash,331.81,6578780606,26,145506869.0,336.86,327.1,1.71,0.51783,19846921.77165078,19846924.89665078,21000000.0,3785.82,-91.26335,25_03_2025_14_35_32
pi-network,pi,Pi Network,0.89752,6070917721,27,200155052.0,0.953122,0.887534,-0.039327089063962095,-4.19781,6763876079.296083,10405963198.91705,100000000000.0,2.99,-69.98635,25_03_2025_14_35_32
bitget-token,bgb,Bitget Token,4.98,5970623383,28,122692671.0,4.99,4.81,0.093825,1.92152,1199999994.2,1199999994.2,2000000000.0,8.45,-41.23884,25_03_2025_14_35_32
weth,weth,WETH,2071.89,5819688720,29,506896161.0,2100.02,2042.1,-7.889044176090465,-0.37932,2817706.776705021,2815042.269985325,,4799.89,-57.02923,25_03_2025_14_35_32
hyperliquid,hype,Hyperliquid,16.6,5538620227,30,92292634.0,17.17,15.95,-0.26033788826073945,-1.54421,333928180.0,999990391.0,1000000000.0,34.96,-52.50957,25_03_2025_14_35_32
ethena-usde,usde,Ethena USDe,0.999102,5372403590,31,70728338.0,1.0,0.998597,-0.000453272616547595,-0.04535,5376095945.606395,5376095945.606395,,1.032,-3.13367,25_03_2025_14_35_32
binance-bridged-usdt-bnb-smart-chain,bsc-usd,Binance Bridged USDT (BNB Smart Chain),1.0,5182301600,32,270705745.0,1.003,0.994161,0.00196893,0.19728,5184994501.618546,5184994501.618546,,1.05,-4.81062,25_03_2025_14_35_32
wrapped-eeth,weeth,Wrapped eETH,2198.13,4590048572,33,8560296.0,2231.33,2171.19,-4.560142539645767,-0.20703,2093163.995235115,2093168.627746789,,4311.81,-49.12607,25_03_2025_14_35_32
whitebit,wbt,WhiteBIT Coin,29.34,4225586230,34,20577785.0,29.41,29.03,0.25413,0.87358,144118517.10815412,328380962.0,400000000.0,31.28,-6.21086,25_03_2025_14_35_32
uniswap,uni,Uniswap,7.02,4211107453,35,112055229.0,7.14,6.94,0.00310786,0.04427,600483073.71,1000000000.0,1000000000.0,44.92,-84.43962,25_03_2025_14_35_32
monero,xmr,Monero,222.53,4100351438,36,72215308.0,225.04,218.52,2.58,1.17388,18446744.07370955,18446744.07370955,,542.33,-59.02094,25_03_2025_14_35_32
near,near,NEAR Protocol,3.01,3599772382,37,143839740.0,3.02,2.9,0.01924456,0.6444,1197338730.0,1241760734.0,,20.44,-85.34027,25_03_2025_14_35_32
aptos,apt,Aptos,5.94,3582918664,38,112682917.0,6.08,5.81,0.087267,1.49046,603405128.6615185,1145421298.020934,,19.92,-70.16751,25_03_2025_14_35_32
pepe,pepe,Pepe,7.97e-06,3347091055,39,643118729.0,8.12e-06,7.72e-06,2.54134e-07,3.29236,420690000000000.0,420690000000000.0,420690000000000.0,2.803e-05,-71.62601,25_03_2025_14_35_32
dai,dai,Dai,0.999896,3283563775,40,105648179.0,1.003,0.999414,0.00013032,0.01303,3284042313.306487,3285493192.110847,,1.22,-17.96168,25_03_2025_14_35_32
susds,susds,sUSDS,1.048,3278925473,41,3241162.0,1.048,1.041,0.00275573,0.26369,3133883999.082313,3133693037.601353,,1.088,-3.84902,25_03_2025_14_35_32
ethena-staked-usde,susde,Ethena Staked USDe,1.16,3181287773,42,23144585.0,1.16,1.16,0.00093813,0.08091,2738907414.468895,2738907414.468895,,1.29,-10.01359,25_03_2025_14_35_32
okb,okb,OKB,50.14,3006029137,43,8590827.0,51.32,49.82,-0.7104511187557208,-1.39703,60000000.0,235957685.3,300000000.0,73.8,-32.11555,25_03_2025_14_35_32
gatechain-token,gt,Gate,23.9,2941184773,44,13849638.0,24.02,23.64,0.215513,0.90975,122910587.76765741,300000000.0,,25.94,-7.72521,25_03_2025_14_35_32
internet-computer,icp,Internet Computer,6.1,2940164678,45,65864971.0,6.2,5.96,0.064355,1.0656,481909957.7239051,530785929.0109646,,700.65,-99.13068,25_03_2025_14_35_32
ondo-finance,ondo,Ondo,0.929433,2934761139,46,182688960.0,0.939258,0.870589,0.03172747,3.53428,3159107529.0,10000000000.0,10000000000.0,2.14,-56.61801,25_03_2025_14_35_32
aave,aave,Aave,188.48,2838146334,47,214431832.0,193.25,186.22,-3.3546708447561002,-1.74873,15091585.754463457,16000000.0,16000000.0,661.69,-71.65014,25_03_2025_14_35_32
mantle,mnt,Mantle,0.843256,2828665409,48,137771250.0,0.848808,0.833857,0.00018984,0.02252,3364694382.83684,6219316794.99,6219316794.99,1.54,-45.36526,25_03_2025_14_35_32
